date,state,positive,hospitalizedCumulative,death
,,,,
20200526,VT,970,,54
,,,,
20200525,VT,968,,54
,,,,
20200524,VT,963,,54
,,,,
20200523,VT,957,,54
,,,,
20200522,VT,954,,54
,,,,
20200521,VT,952,,54
,,,,
20200520,VT,950,,54
,,,,
20200519,VT,945,,54
,,,,
20200518,VT,944,,54
,,,,
20200517,VT,940,,54
,,,,
20200516,VT,940,,53
,,,,
20200515,VT,932,,53
,,,,
20200514,VT,931,,53
,,,,
20200513,VT,930,,53
,,,,
20200512,VT,929,,53
,,,,
20200511,VT,927,,53
,,,,
20200510,VT,926,,53
,,,,
20200509,VT,926,,53
,,,,
20200508,VT,918,,53
,,,,
20200507,VT,916,,53
,,,,
20200506,VT,914,,52
,,,,
20200505,VT,909,,52
,,,,
20200504,VT,906,,52
,,,,
20200503,VT,901,,52
,,,,
20200502,VT,896,,51
,,,,
20200501,VT,885,,50
,,,,
20200430,VT,879,,49
,,,,
20200429,VT,866,,47
,,,,
20200428,VT,862,,47
,,,,
20200427,VT,862,,47
,,,,
20200426,VT,855,,46
,,,,
20200425,VT,852,,46
,,,,
20200424,VT,843,,44
,,,,
20200423,VT,834,,43
,,,,
20200422,VT,831,,40
,,,,
20200421,VT,828,,40
,,,,
20200420,VT,820,,38
,,,,
20200419,VT,817,,38
,,,,
20200418,VT,813,,38
,,,,
20200417,VT,802,,35
,,,,
20200416,VT,792,,35
,,,,
20200415,VT,779,,30
,,,,
20200414,VT,770,,29
,,,,
20200413,VT,761,,28
,,,,
20200412,VT,754,,27
,,,,
20200411,VT,733,,25
,,,,
20200410,VT,713,,24
,,,,
20200409,VT,680,,23
,,,,
20200408,VT,631,50,23
,,,,
20200407,VT,608,45,23
,,,,
20200406,VT,575,45,23
,,,,
20200405,VT,543,45,22
,,,,
20200404,VT,512,45,20
,,,,
20200403,VT,460,45,17
,,,,
20200402,VT,390,45,17
,,,,
20200401,VT,359,45,16
,,,,
20200331,VT,320,36,13
,,,,
20200330,VT,293,18,12
,,,,
20200329,VT,256,18,12
,,,,
20200328,VT,234,18,12
,,,,
20200327,VT,213,18,10
,,,,
20200326,VT,185,,9
,,,,
20200325,VT,160,,8
,,,,
20200324,VT,125,,7
,,,,
20200323,VT,97,,5
,,,,
20200322,VT,76,,2
,,,,
20200321,VT,52,,2
,,,,
20200320,VT,44,,2
,,,,
20200319,VT,28,,
,,,,
20200318,VT,21,,
,,,,
20200317,VT,19,,
,,,,
20201202,WA,167216,10920,2805
,,,,
20201201,WA,165019,10895,2774
,,,,
20201130,WA,162700,10759,2703
,,,,
20201129,WA,160634,10663,2703
,,,,
20201128,WA,158167,10496,2703
,,,,
20201127,WA,153906,10242,2704
,,,,
20201126,WA,153906,10242,2704
,,,,
20201125,WA,151019,10166,2690
,,,,
20201124,WA,147537,10096,2655
,,,,
20201123,WA,141260,9765,2619
,,,,
20201122,WA,141260,9765,2619
,,,,
20201121,WA,139543,9717,2619
,,,,
20201120,WA,137411,9653,2603
,,,,
20201119,WA,135424,9622,2592
,,,,
20201118,WA,134121,9573,2571
,,,,
20201117,WA,131532,9518,2548
,,,,
20201116,WA,130040,9425,2519
,,,,
20201115,WA,127731,9281,2519
,,,,
20201114,WA,125498,9266,2519
,,,,
20201113,WA,123356,9178,2507
,,,,
20201112,WA,120011,9092,2482
,,,,
20201111,WA,120011,9092,2482
,,,,
20201110,WA,118570,9031,2460
,,,,
20201109,WA,117331,8803,2439
,,,,
20201108,WA,116011,8795,2439
,,,,
20201107,WA,114241,8791,2439
,,,,
20201106,WA,112550,8784,2431
,,,,
20201105,WA,111480,8735,2416
,,,,
20201104,WA,110011,8675,2400
,,,,
20201103,WA,109354,8634,2378
,,,,
20201102,WA,108315,8611,2366
,,,,
20201101,WA,107501,8571,2366
,,,,
20201031,WA,106573,8522,2366
,,,,
20201030,WA,105557,8467,2359
,,,,
20201029,WA,104743,8383,2353
,,,,
20201028,WA,104027,8358,2337
,,,,
20201027,WA,103500,8322,2321
,,,,
20201026,WA,102913,8280,2296
,,,,
20201025,WA,102913,8280,2296
,,,,
20201024,WA,101345,8231,2296
,,,,
20201023,WA,100525,8183,2289
,,,,
20201022,WA,99874,8149,2286
,,,,
20201021,WA,99150,8124,2282
,,,,
20201020,WA,98661,8077,2258
,,,,
20201019,WA,98201,8018,2239
,,,,
20201018,WA,98201,7994,2239
,,,,
20201017,WA,96894,7971,2239
,,,,
20201016,WA,96185,7956,2232
,,,,
20201015,WA,95509,7883,2221
,,,,
20201014,WA,94775,7874,2211
,,,,
20201013,WA,94775,7874,2211
,,,,
20201012,WA,93035,7786,2190
,,,,
20201011,WA,93035,7786,2190
,,,,
20201010,WA,92560,7762,2190
,,,,
20201009,WA,91918,7733,2183
,,,,
20201008,WA,91208,7703,2177
,,,,
20201007,WA,90663,7673,2165
,,,,
20201006,WA,90276,7622,2158
,,,,
20201005,WA,89874,7628,2142
,,,,
20201004,WA,89419,7611,2142
,,,,
20201003,WA,88810,7586,2143
,,,,
20201002,WA,88116,7573,2132
,,,,
20201001,WA,87522,7533,2126
,,,,
20200930,WA,87042,7483,2124
,,,,
20200929,WA,86638,7477,2100
,,,,
20200928,WA,86269,7455,2100
,,,,
20200927,WA,85830,7431,2100
,,,,
20200926,WA,85226,7412,2100
,,,,
20200925,WA,84238,7357,2080
,,,,
20200924,WA,83702,7349,2081
,,,,
20200923,WA,83193,7314,2070
,,,,
20200922,WA,83193,7314,2070
,,,,
20200921,WA,82548,7262,2037
,,,,
20200920,WA,82199,7248,2037
,,,,
20200919,WA,81602,7215,2037
,,,,
20200918,WA,81602,7215,2037
,,,,
20200917,WA,81198,7196,2031
,,,,
20200916,WA,80812,7162,2020
,,,,
20200915,WA,80465,7127,2015
,,,,
20200914,WA,80138,7098,2006
,,,,
20200913,WA,79826,7081,1991
,,,,
20200912,WA,79476,7048,1991
,,,,
20200911,WA,79011,7018,1991
,,,,
20200910,WA,78467,6993,1985
,,,,
20200909,WA,78009,6966,1978
,,,,
20200908,WA,77235,6860,1953
,,,,
20200907,WA,77235,6860,1953
,,,,
20200906,WA,76836,6842,1953
,,,,
20200905,WA,76335,6848,1953
,,,,
20200904,WA,75856,6834,1945
,,,,
20200903,WA,75377,6795,1935
,,,,
20200902,WA,74939,6787,1931
,,,,
20200901,WA,74635,6763,1915
,,,,
20200831,WA,74320,6740,1905
,,,,
20200830,WA,74320,6740,1905
,,,,
20200829,WA,73301,6679,1905
,,,,
20200828,WA,72703,6674,1890
,,,,
20200827,WA,72161,6640,1880
,,,,
20200826,WA,71705,6595,1876
,,,,
20200825,WA,71681,6542,1867
,,,,
20200824,WA,71681,6530,1863
,,,,
20200823,WA,71659,6500,1857
,,,,
20200822,WA,71598,6469,1850
,,,,
20200821,WA,71414,6400,1837
,,,,
20200820,WA,70973,6388,1822
,,,,
20200819,WA,70530,6358,1809
,,,,
20200818,WA,69967,6296,1785
,,,,
20200817,WA,69369,6255,1781
,,,,
20200816,WA,68729,6230,1766
,,,,
20200815,WA,68579,6206,1755
,,,,
20200814,WA,68234,6182,1736
,,,,
20200813,WA,67611,6137,1724
,,,,
20200812,WA,67005,6102,1716
,,,,
20200811,WA,66404,6049,1697
,,,,
20200810,WA,65721,6001,1688
,,,,
20200809,WA,64918,5896,1688
,,,,
20200808,WA,64723,5890,1672
,,,,
20200807,WA,64357,5874,1653
,,,,
20200806,WA,63698,5840,1624
,,,,
20200805,WA,62992,5779,1619
,,,,
20200804,WA,62267,5744,1600
,,,,
20200803,WA,61428,5692,1596
,,,,
20200802,WA,60588,5655,1592
,,,,
20200801,WA,60360,5568,1564
,,,,
20200731,WA,59950,5568,1564
,,,,
20200730,WA,59263,5476,1555
,,,,
20200729,WA,58530,5474,1548
,,,,
20200728,WA,57655,5397,1518
,,,,
20200727,WA,56746,5374,1501
,,,,
20200726,WA,55773,5341,1494
,,,,
20200725,WA,55452,5301,1495
,,,,
20200724,WA,54970,5276,1482
,,,,
20200723,WA,54177,5211,1468
,,,,
20200722,WA,53306,5161,1465
,,,,
20200721,WA,52290,5102,1453
,,,,
20200720,WA,51206,5063,1447
,,,,
20200719,WA,50216,5033,1444
,,,,
20200718,WA,49882,4984,1434
,,,,
20200717,WA,49358,4944,1427
,,,,
20200716,WA,48480,4829,1421
,,,,
20200715,WA,47655,4788,1404
,,,,
20200714,WA,46693,4778,1399
,,,,
20200713,WA,45745,4751,1438
,,,,
20200712,WA,44675,4662,1424
,,,,
20200711,WA,44341,4662,1424
,,,,
20200710,WA,43815,4665,1409
,,,,
20200709,WA,42974,4630,1394
,,,,
20200708,WA,42132,4582,1384
,,,,
20200707,WA,41172,4544,1370
,,,,
20200706,WA,40125,4482,1359
,,,,
20200705,WA,39156,4473,1354
,,,,
20200704,WA,38863,4463,1352
,,,,
20200703,WA,38632,4442,1342
,,,,
20200702,WA,38189,4402,1339
,,,,
20200701,WA,37320,4361,1332
,,,,
20200630,WA,36442,4323,1320
,,,,
20200629,WA,35540,4275,1310
,,,,
20200628,WA,34556,4240,1310
,,,,
20200627,WA,34292,4194,1304
,,,,
20200626,WA,33803,4106,1300
,,,,
20200625,WA,33183,4093,1293
,,,,
20200624,WA,32523,4067,1284
,,,,
20200623,WA,31848,4062,1276
,,,,
20200622,WA,31232,4049,1270
,,,,
20200621,WA,30513,4030,1265
,,,,
20200620,WA,30324,4003,1255
,,,,
20200619,WA,30010,3959,1245
,,,,
20200618,WA,29493,3938,1226
,,,,
20200617,WA,28956,3915,1231
,,,,
20200616,WA,28495,3894,1221
,,,,
20200615,WA,28001,3856,1217
,,,,
20200614,WA,27484,3845,1213
,,,,
20200613,WA,27348,3817,1204
,,,,
20200612,WA,27155,3772,1194
,,,,
20200611,WA,26767,3773,1190
,,,,
20200610,WA,26367,3747,1176
,,,,
20200609,WA,25999,3699,1161
,,,,
20200608,WA,25591,3669,1159
,,,,
20200607,WA,25081,3652,1153
,,,,
20200606,WA,24971,3639,1149
,,,,
20200605,WA,24809,3615,1138
,,,,
20200604,WA,24416,3578,1135
,,,,
20200603,WA,24086,3543,1129
,,,,
20200602,WA,23703,3517,1124
,,,,
20200601,WA,23288,3501,1118
,,,,
20200531,WA,22878,3480,1118
,,,,
20200530,WA,22778,3455,1111
,,,,
20200529,WA,22630,3413,1106
,,,,
20200528,WA,22285,3394,1095
,,,,
20200527,WA,21985,3338,1078
,,,,
20200526,WA,21634,3290,1070
,,,,
20200525,WA,21236,3287,1061
,,,,
20200524,WA,21087,3256,1055
,,,,
20200523,WA,20986,3230,1050
,,,,
20200522,WA,20837,3156,1044
,,,,
20200521,WA,20524,3125,1037
,,,,
20200520,WA,20228,,1031
,,,,
20200519,WA,19960,,1002
,,,,
20200518,WA,19662,,1001
,,,,
20200517,WA,19343,,1000
,,,,
20200516,WA,19279,,992
,,,,
20200515,WA,19161,,983
,,,,
20200514,WA,18898,,975
,,,,
20200513,WA,18627,,962
,,,,
20200512,WA,18319,,945
,,,,
20200511,WA,18069,,931
,,,,
20200510,WA,17773,,921
,,,,
20200509,WA,17711,,905
,,,,
20200508,WA,17583,,891
,,,,
20200507,WA,17330,,870
,,,,
20200506,WA,17065,,862
,,,,
20200505,WA,16776,,841
,,,,
20200504,WA,16518,,834
,,,,
20200503,WA,16132,,830
,,,,
20200502,WA,16048,,824
,,,,
20200501,WA,15936,,814
,,,,
20200430,WA,15619,,801
,,,,
20200429,WA,15371,,786
,,,,
20200428,WA,15043,,765
,,,,
20200427,WA,14748,,749
,,,,
20200426,WA,14379,,738
,,,,
20200425,WA,14266,,665
,,,,
20200424,WA,14100,,659
,,,,
20200423,WA,13750,,654
,,,,
20200422,WA,13476,,647
,,,,
20200421,WA,13193,,640
,,,,
20200420,WA,12923,,629
,,,,
20200419,WA,12589,,615
,,,,
20200418,WA,12493,,598
,,,,
20200417,WA,12318,,585
,,,,
20200416,WA,11967,,571
,,,,
20200415,WA,11658,,551
,,,,
20200414,WA,11330,,542
,,,,
20200413,WA,11028,,526
,,,,
20200412,WA,10657,,509
,,,,
20200411,WA,10568,,494
,,,,
20200410,WA,10413,,476
,,,,
20200409,WA,10104,,459
,,,,
20200408,WA,9741,,443
,,,,
20200407,WA,9396,,429
,,,,
20200406,WA,8983,,407
,,,,
20200405,WA,8589,,386
,,,,
20200404,WA,8418,,365
,,,,
20200403,WA,8211,,338
,,,,
20200402,WA,7796,,310
,,,,
20200401,WA,7399,,282
,,,,
20200331,WA,6949,,262
,,,,
20200330,WA,6484,,248
,,,,
20200329,WA,5921,,237
,,,,
20200328,WA,5679,,220
,,,,
20200327,WA,5391,,199
,,,,
20200326,WA,4927,,183
,,,,
20200325,WA,4492,,159
,,,,
20200324,WA,4052,,146
,,,,
20200323,WA,3614,,137
,,,,
20200322,WA,3151,,126
,,,,
20200321,WA,2965,,111
,,,,
20200320,WA,2771,,104
,,,,
20200319,WA,2468,,92
,,,,
20200318,WA,2135,,82
,,,,
20200317,WA,1846,,78
,,,,
20201202,WI,420930,17569,3703
,,,,
20201201,WI,416365,17372,3611
,,,,
20201130,WI,411730,17095,3494
,,,,
20201129,WI,409054,16999,3487
,,,,
20201128,WI,404999,16882,3464
,,,,
20201127,WI,399526,16715,3434
,,,,
20201126,WI,398104,16658,3415
,,,,
20201125,WI,392438,16457,3343
,,,,
20201124,WI,386441,16209,3272
,,,,
20201123,WI,379693,15930,3158
,,,,
20201122,WI,376238,15823,3150
,,,,
20201121,WI,372219,15734,3143
,,,,
20201120,WI,365190,15526,3091
,,,,
20201119,WI,358113,15336,3010
,,,,
20201118,WI,350665,15100,2925
,,,,
20201117,WI,342155,14817,2867
,,,,
20201116,WI,334562,14499,2764
,,,,
20201115,WI,329924,14381,2751
,,,,
20201114,WI,323604,14226,2739
,,,,
20201113,WI,318023,14045,2683
,,,,
20201112,WI,309572,13771,2621
,,,,
20201111,WI,301349,13507,2554
,,,,
20201110,WI,293812,13230,2482
,,,,
20201109,WI,286380,12939,2410
,,,,
20201108,WI,281910,12839,2392
,,,,
20201107,WI,277503,12727,2381
,,,,
20201106,WI,269982,12554,2333
,,,,
20201105,WI,263571,12310,2269
,,,,
20201104,WI,257287,12087,2229
,,,,
20201103,WI,251032,11844,2171
,,,,
20201102,WI,244928,11597,2113
,,,,
20201101,WI,241423,11497,2110
,,,,
20201031,WI,237870,11374,2092
,,,,
20201030,WI,232062,11145,2029
,,,,
20201029,WI,226705,11003,2003
,,,,
20201028,WI,221559,10810,1943
,,,,
20201027,WI,217429,10636,1895
,,,,
20201026,WI,211928,10416,1824
,,,,
20201025,WI,208917,10332,1813
,,,,
20201024,WI,205139,10237,1803
,,,,
20201023,WI,200466,10038,1774
,,,,
20201022,WI,195823,9855,1725
,,,,
20201021,WI,192191,9704,1702
,,,,
20201020,WI,187828,9537,1652
,,,,
20201019,WI,183142,9319,1617
,,,,
20201018,WI,175227,9027,1588
,,,,
20201017,WI,175227,9027,1588
,,,,
20201016,WI,175227,9027,1588
,,,,
20201015,WI,171122,8892,1565
,,,,
20201014,WI,167082,8754,1547
,,,,
20201013,WI,163759,8601,1518
,,,,
20201012,WI,160331,8454,1484
,,,,
20201011,WI,158315,8398,1475
,,,,
20201010,WI,155602,8319,1468
,,,,
20201009,WI,152631,8199,1451
,,,,
20201008,WI,149467,8061,1435
,,,,
20201007,WI,146193,7951,1426
,,,,
20201006,WI,143730,7810,1410
,,,,
20201005,WI,141655,7702,1392
,,,,
20201004,WI,139928,7646,1388
,,,,
20201003,WI,138002,7588,1383
,,,,
20201002,WI,134948,7506,1363
,,,,
20201001,WI,132123,7409,1358
,,,,
20200930,WI,129123,7300,1337
,,,,
20200929,WI,126664,7209,1310
,,,,
20200928,WI,124217,7142,1293
,,,,
20200927,WI,122478,7095,1291
,,,,
20200926,WI,120231,7041,1291
,,,,
20200925,WI,117329,6962,1284
,,,,
20200924,WI,114700,6897,1275
,,,,
20200923,WI,112222,6821,1268
,,,,
20200922,WI,110327,6765,1259
,,,,
20200921,WI,108588,6692,1252
,,,,
20200920,WI,107292,6653,1250
,,,,
20200919,WI,105557,6619,1249
,,,,
20200918,WI,103154,6569,1246
,,,,
20200917,WI,100574,6522,1239
,,,,
20200916,WI,98440,6454,1237
,,,,
20200915,WI,96938,6406,1229
,,,,
20200914,WI,95497,6350,1218
,,,,
20200913,WI,94679,6332,1218
,,,,
20200912,WI,93055,6309,1217
,,,,
20200911,WI,91625,6263,1205
,,,,
20200910,WI,90182,6222,1201
,,,,
20200909,WI,88590,6173,1191
,,,,
20200908,WI,87677,6118,1176
,,,,
20200907,WI,86928,6089,1176
,,,,
20200906,WI,86353,6070,1176
,,,,
20200905,WI,85463,6048,1176
,,,,
20200904,WI,84464,5998,1161
,,,,
20200903,WI,82922,5946,1154
,,,,
20200902,WI,82182,5916,1150
,,,,
20200901,WI,81604,5878,1139
,,,,
20200831,WI,80568,5817,1130
,,,,
20200830,WI,80300,5804,1130
,,,,
20200829,WI,79730,5775,1127
,,,,
20200828,WI,78868,5736,1121
,,,,
20200827,WI,78004,5684,1119
,,,,
20200826,WI,77092,5651,1108
,,,,
20200825,WI,76306,5610,1102
,,,,
20200824,WI,75619,5573,1089
,,,,
20200823,WI,75205,5558,1089
,,,,
20200822,WI,74726,5545,1089
,,,,
20200821,WI,73751,5505,1075
,,,,
20200820,WI,72903,5469,1074
,,,,
20200819,WI,72134,5430,1067
,,,,
20200818,WI,71424,5380,1059
,,,,
20200817,WI,70715,5327,1046
,,,,
20200816,WI,70246,5304,1046
,,,,
20200815,WI,69547,5275,1045
,,,,
20200814,WI,68681,5235,1032
,,,,
20200813,WI,67622,5170,1025
,,,,
20200812,WI,66654,5125,1018
,,,,
20200811,WI,66123,5092,1013
,,,,
20200810,WI,65356,5031,1005
,,,,
20200809,WI,64835,5000,1005
,,,,
20200808,WI,64213,4980,1003
,,,,
20200807,WI,63028,4930,997
,,,,
20200806,WI,61985,4881,985
,,,,
20200805,WI,61110,4826,977
,,,,
20200804,WI,60171,4783,968
,,,,
20200803,WI,59401,4732,956
,,,,
20200802,WI,58990,4717,955
,,,,
20200801,WI,58058,4681,954
,,,,
20200731,WI,56934,4637,941
,,,,
20200730,WI,56079,4590,926
,,,,
20200729,WI,54988,4539,918
,,,,
20200728,WI,54064,4493,913
,,,,
20200727,WI,53281,4420,900
,,,,
20200726,WI,52680,4394,899
,,,,
20200725,WI,51715,4368,898
,,,,
20200724,WI,50727,4327,885
,,,,
20200723,WI,49669,4273,885
,,,,
20200722,WI,48583,4225,872
,,,,
20200721,WI,47836,4194,866
,,,,
20200720,WI,46675,4129,853
,,,,
20200719,WI,45948,4107,851
,,,,
20200718,WI,45099,4082,850
,,,,
20200717,WI,44068,4031,840
,,,,
20200716,WI,43139,3968,838
,,,,
20200715,WI,42197,3923,834
,,,,
20200714,WI,41349,3892,833
,,,,
20200713,WI,40382,3850,827
,,,,
20200712,WI,39877,3824,827
,,,,
20200711,WI,39080,3797,828
,,,,
20200710,WI,38099,3766,821
,,,,
20200709,WI,37210,3726,816
,,,,
20200708,WI,36410,3683,814
,,,,
20200707,WI,35765,3639,812
,,,,
20200706,WI,35230,3602,803
,,,,
20200705,WI,34740,3586,803
,,,,
20200704,WI,34207,3574,803
,,,,
20200703,WI,33431,3555,803
,,,,
20200702,WI,32809,3519,800
,,,,
20200701,WI,32225,3482,793
,,,,
20200630,WI,31662,3446,784
,,,,
20200629,WI,31033,3407,784
,,,,
20200628,WI,30707,3393,777
,,,,
20200627,WI,30227,3382,777
,,,,
20200626,WI,29668,3351,766
,,,,
20200625,WI,29105,3326,766
,,,,
20200624,WI,28641,3299,757
,,,,
20200623,WI,28175,3268,750
,,,,
20200622,WI,27878,3231,745
,,,,
20200621,WI,27615,3220,744
,,,,
20200620,WI,27326,3203,744
,,,,
20200619,WI,26913,3177,730
,,,,
20200618,WI,26590,3160,719
,,,,
20200617,WI,26129,3128,712
,,,,
20200616,WI,25844,3096,703
,,,,
20200615,WI,25546,3061,694
,,,,
20200614,WI,25340,3049,692
,,,,
20200613,WI,25089,3035,691
,,,,
20200612,WI,24795,3003,689
,,,,
20200611,WI,24441,2976,682
,,,,
20200610,WI,24070,2943,671
,,,,
20200609,WI,23734,2904,661
,,,,
20200608,WI,23434,2860,646
,,,,
20200607,WI,23212,2848,647
,,,,
20200606,WI,22937,2832,645
,,,,
20200605,WI,22599,2791,633
,,,,
20200604,WI,22193,2739,626
,,,,
20200603,WI,21661,2700,616
,,,,
20200602,WI,21155,2643,607
,,,,
20200601,WI,20736,2603,595
,,,,
20200531,WI,20564,2583,592
,,,,
20200530,WI,20382,2563,588
,,,,
20200529,WI,19843,2499,568
,,,,
20200528,WI,19077,2452,550
,,,,
20200527,WI,18513,2411,539
,,,,
20200526,WI,17867,2362,517
,,,,
20200525,WI,17571,2339,514
,,,,
20200524,WI,17253,2315,510
,,,,
20200523,WI,16843,2292,507
,,,,
20200522,WI,16340,2259,496
,,,,
20200521,WI,15792,2218,487
,,,,
20200520,WI,15269,2161,481
,,,,
20200519,WI,14692,2110,467
,,,,
20200518,WI,14442,2068,459
,,,,
20200517,WI,14257,2038,453
,,,,
20200516,WI,13878,2018,453
,,,,
20200515,WI,13344,1977,445
,,,,
20200514,WI,12869,1939,434
,,,,
20200513,WI,12449,1908,421
,,,,
20200512,WI,12131,1877,418
,,,,
20200511,WI,11920,1846,409
,,,,
20200510,WI,11694,1820,400
,,,,
20200509,WI,11402,1806,398
,,,,
20200508,WI,11030,1767,384
,,,,
20200507,WI,10621,1732,374
,,,,
20200506,WI,10262,1694,362
,,,,
20200505,WI,9896,1663,353
,,,,
20200504,WI,9538,1621,340
,,,,
20200503,WI,9227,1608,339
,,,,
20200502,WI,8920,1591,334
,,,,
20200501,WI,8550,1544,327
,,,,
20200430,WI,8052,1512,316
,,,,
20200429,WI,7660,1489,308
,,,,
20200428,WI,7391,1456,300
,,,,
20200427,WI,7161,1415,281
,,,,
20200426,WI,6963,1397,272
,,,,
20200425,WI,6715,1376,266
,,,,
20200424,WI,6364,1353,262
,,,,
20200423,WI,6011,1318,257
,,,,
20200422,WI,5766,1302,246
,,,,
20200421,WI,5509,1252,242
,,,,
20200420,WI,5353,1211,230
,,,,
20200419,WI,5176,1190,220
,,,,
20200418,WI,5013,1176,211
,,,,
20200417,WI,4839,1153,205
,,,,
20200416,WI,4636,1121,197
,,,,
20200415,WI,4453,1091,182
,,,,
20200414,WI,4246,1049,170
,,,,
20200413,WI,4080,993,154
,,,,
20200412,WI,3964,974,144
,,,,
20200411,WI,3822,950,137
,,,,
20200410,WI,3665,904,128
,,,,
20200409,WI,3443,843,111
,,,,
20200408,WI,3279,790,99
,,,,
20200407,WI,3064,745,92
,,,,
20200406,WI,2866,668,77
,,,,
20200405,WI,2643,624,68
,,,,
20200404,WI,2476,588,56
,,,,
20200403,WI,2263,487,37
,,,,
20200402,WI,2040,461,31
,,,,
20200401,WI,1821,398,24
,,,,
20200331,WI,1585,337,16
,,,,
20200330,WI,1422,,14
,,,,
20200329,WI,1276,,13
,,,,
20200328,WI,1134,,13
,,,,
20200327,WI,969,,13
,,,,
20200326,WI,806,,8
,,,,
20200325,WI,667,,7
,,,,
20200324,WI,525,,5
,,,,
20200323,WI,466,,5
,,,,
20200322,WI,425,,4
,,,,
20200321,WI,315,,4
,,,,
20200320,WI,235,,3
,,,,
20200319,WI,174,,
,,,,
20200318,WI,121,,
,,,,
20200317,WI,83,,
,,,,
20201202,WV,49905,,778
,,,,
20201201,WV,48818,,758
,,,,
20201130,WV,47842,,735
,,,,
20201129,WV,46997,,729
,,,,
20201128,WV,45845,,718
,,,,
20201127,WV,45046,,712
,,,,
20201126,WV,44180,,712
,,,,
20201125,WV,43050,,695
,,,,
20201124,WV,42083,,682
,,,,
20201123,WV,41114,,667
,,,,
20201122,WV,40478,,662
,,,,
20201121,WV,39598,,658
,,,,
20201120,WV,38480,,639
,,,,
20201119,WV,37399,,623
,,,,
20201118,WV,36277,,612
,,,,
20201117,WV,35324,,598
,,,,
20201116,WV,34460,,585
,,,,
20201115,WV,33659,,582
,,,,
20201114,WV,32792,,574
,,,,
20201113,WV,31639,,565
,,,,
20201112,WV,30897,,555
,,,,
20201111,WV,30201,,553
,,,,
20201110,WV,29316,,546
,,,,
20201109,WV,28805,,530
,,,,
20201108,WV,28404,,502
,,,,
20201107,WV,27742,,502
,,,,
20201106,WV,27087,,487
,,,,
20201105,WV,26547,,480
,,,,
20201104,WV,25987,,472
,,,,
20201103,WV,25593,,469
,,,,
20201102,WV,25235,,458
,,,,
20201101,WV,24883,,457
,,,,
20201031,WV,24460,,457
,,,,
20201030,WV,23990,,451
,,,,
20201029,WV,23466,,443
,,,,
20201028,WV,23064,,436
,,,,
20201027,WV,22706,,432
,,,,
20201026,WV,22223,,424
,,,,
20201025,WV,21906,,423
,,,,
20201024,WV,21712,,422
,,,,
20201023,WV,21392,,422
,,,,
20201022,WV,21057,,418
,,,,
20201021,WV,20734,,413
,,,,
20201020,WV,20519,,408
,,,,
20201019,WV,20293,,399
,,,,
20201018,WV,20081,,399
,,,,
20201017,WV,19801,,399
,,,,
20201016,WV,19580,,396
,,,,
20201015,WV,19082,,393
,,,,
20201014,WV,18818,,391
,,,,
20201013,WV,18555,,387
,,,,
20201012,WV,18281,,385
,,,,
20201011,WV,18128,,382
,,,,
20201010,WV,17913,,381
,,,,
20201009,WV,17707,,376
,,,,
20201008,WV,17325,,370
,,,,
20201007,WV,17139,,369
,,,,
20201006,WV,16936,,364
,,,,
20201005,WV,16742,,361
,,,,
20201004,WV,16628,,358
,,,,
20201003,WV,16468,,357
,,,,
20201002,WV,16307,,355
,,,,
20201001,WV,16024,,354
,,,,
20200930,WV,15848,,350
,,,,
20200929,WV,15692,,345
,,,,
20200928,WV,15512,,337
,,,,
20200927,WV,15348,,334
,,,,
20200926,WV,15158,,332
,,,,
20200925,WV,14953,,330
,,,,
20200924,WV,14706,,325
,,,,
20200923,WV,14504,,319
,,,,
20200922,WV,14384,,317
,,,,
20200921,WV,14171,,312
,,,,
20200920,WV,14054,,310
,,,,
20200919,WV,13874,,308
,,,,
20200918,WV,13683,,297
,,,,
20200917,WV,13430,,294
,,,,
20200916,WV,13196,,290
,,,,
20200915,WV,12976,,280
,,,,
20200914,WV,12820,,275
,,,,
20200913,WV,12699,,266
,,,,
20200912,WV,12521,,265
,,,,
20200911,WV,12174,,263
,,,,
20200910,WV,12017,,257
,,,,
20200909,WV,11808,,254
,,,,
20200908,WV,11661,,250
,,,,
20200907,WV,11575,,247
,,,,
20200906,WV,11412,,246
,,,,
20200905,WV,11289,,243
,,,,
20200904,WV,11037,,243
,,,,
20200903,WV,10845,,237
,,,,
20200902,WV,10642,,230
,,,,
20200901,WV,10507,,222
,,,,
20200831,WV,10250,,214
,,,,
20200830,WV,10110,,213
,,,,
20200829,WV,9967,,212
,,,,
20200828,WV,9824,,202
,,,,
20200827,WV,9633,,199
